R00_re,R01_re,R02_re,R03_re,R10_re,R11_re,R12_re,R13_re,R20_re,R21_re,R22_re,R23_re,R30_re,R31_re,R32_re,R33_re,R00_im,R01_im,R02_im,R03_im,R10_im,R11_im,R12_im,R13_im,R20_im,R21_im,R22_im,R23_im,R30_im,R31_im,R32_im,R33_im,angle_deg
0.054197777062654495,-0.013919549994170666,0.0085939085111022,-0.0065610879100859165,-0.013919549994170666,0.0035907705314457417,-0.0025419637095183134,0.0017876046476885676,0.0085939085111022,-0.0025419637095183134,0.008574672974646091,-0.003247977001592517,-0.0065610879100859165,0.0017876046476885676,-0.003247977001592517,0.0014701473992317915,0.0,0.0009176359744742513,-0.01976979523897171,0.006051765754818916,-0.0009176359744742513,0.0,0.00493212416768074,-0.0014432385796681046,0.01976979523897171,-0.00493212416768074,0.0,-0.0014337464235723019,-0.006051765754818916,0.0014432385796681046,0.0014337464235723019,0.0,-63.43
0.054185058921575546,-0.01390699204057455,0.00865231640636921,-0.006593748461455107,-0.01390699204057455,0.0035833087749779224,-0.002534478669986129,0.001787753077223897,0.00865231640636921,-0.002534478669986129,0.008561708964407444,-0.003235345473513007,-0.006593748461455107,0.001787753077223897,-0.003235345473513007,0.0014658775180578232,0.0,0.0008619053405709565,-0.019723806530237198,0.0059953671880066395,-0.0008619053405709565,0.0,0.004924771375954151,-0.0014339227927848697,0.019723806530237198,-0.004924771375954151,0.0,-0.0014428769936785102,-0.0059953671880066395,0.0014339227927848697,0.0014428769936785102,0.0,-63.43
0.054220110177993774,-0.013926190324127674,0.0086232153698802,-0.006589611526578665,-0.013926190324127674,0.003592292545363307,-0.0025449716486036777,0.00179320911411196,0.0086232153698802,-0.0025449716486036777,0.008567548356950283,-0.0032420449424535036,-0.006589611526578665,0.00179320911411196,-0.0032420449424535036,0.0014699208550155163,0.0,0.0009060363518074155,-0.019752133637666702,0.006022410932928324,-0.0009060363518074155,0.0,0.004929299931973219,-0.0014367647236213088,0.019752133637666702,-0.004929299931973219,0.0,-0.001442799693904817,-0.006022410932928324,0.0014367647236213088,0.001442799693904817,0.0,-63.43
0.05422426387667656,-0.01392779778689146,0.008653542958199978,-0.006580178625881672,-0.01392779778689146,0.0035929156001657248,-0.0025535603053867817,0.0017911378527060151,0.008653542958199978,-0.0025535603053867817,0.00856760609894991,-0.0032428361009806395,-0.006580178625881672,0.0017911378527060151,-0.0032428361009806395,0.0014676515711471438,0.0,0.0009086636709980667,-0.019739843904972076,0.0060230428352952,-0.0009086636709980667,0.0,0.004925407934933901,-0.0014368277043104172,0.019739843904972076,-0.004925407934933901,0.0,-0.0014342915965244174,-0.0060230428352952,0.0014368277043104172,0.0014342915965244174,0.0,-63.43
0.05421508476138115,-0.013918215408921242,0.00854475237429142,-0.006583522539585829,-0.013918215408921242,0.0035898294299840927,-0.0025384488981217146,0.0017950836336240172,0.00854475237429142,-0.0025384488981217146,0.008570644073188305,-0.0032354106660932302,-0.006583522539585829,0.0017950836336240172,-0.0032354106660932302,0.001468244125135243,0.0,0.0009445311734452844,-0.019789351150393486,0.0060209291987121105,-0.0009445311734452844,0.0,0.0049316310323774815,-0.001431052340194583,0.019789351150393486,-0.0049316310323774815,0.0,-0.001454171142540872,-0.0060209291987121105,0.001431052340194583,0.001454171142540872,0.0,-63.43
0.05412241443991661,-0.013891543261706829,0.008612441830337048,-0.006568079348653555,-0.013891543261706829,0.0035808382090181112,-0.0025392610114067793,0.0017859401414170861,0.008612441830337048,-0.0025392610114067793,0.008550864644348621,-0.003231202019378543,-0.006568079348653555,0.0017859401414170861,-0.003231202019378543,0.0014627192867919803,0.0,0.0009023352758958936,-0.019712748005986214,0.006001607980579138,-0.0009023352758958936,0.0,0.004916209261864424,-0.001430974225513637,0.019712748005986214,-0.004916209261864424,0.0,-0.0014372828882187605,-0.006001607980579138,0.001430974225513637,0.0014372828882187605,0.0,-63.43
0.05412043258547783,-0.013896866701543331,0.008635211735963821,-0.006568342447280884,-0.013896866701543331,0.0035839371848851442,-0.0025482929777354,0.0017875304911285639,0.008635211735963821,-0.0025482929777354,0.008552220650017262,-0.003234909614548087,-0.006568342447280884,0.0017875304911285639,-0.003234909614548087,0.0014639010187238455,0.0,0.0009088701917789876,-0.01970423199236393,0.006006378214806318,-0.0009088701917789876,0.0,0.004914730321615934,-0.0014320496702566743,0.01970423199236393,-0.004914730321615934,0.0,-0.0014331057900562882,-0.006006378214806318,0.0014320496702566743,0.0014331057900562882,0.0,-63.43
0.05419112369418144,-0.013893074356019497,0.008643951267004013,-0.006509378552436829,-0.013893074356019497,0.003576714312657714,-0.0025394384283572435,0.0017674975097179413,0.008643951267004013,-0.0025394384283572435,0.008522514253854752,-0.003217046381905675,-0.006509378552436829,0.0017674975097179413,-0.003217046381905675,0.0014465561835095286,0.0,0.0008904854767024517,-0.019674843177199364,0.006000721361488104,-0.0008904854767024517,0.0,0.004902195185422897,-0.0014315013540908694,0.019674843177199364,-0.004902195185422897,0.0,-0.0014062224654480815,-0.006000721361488104,0.0014315013540908694,0.0014062224654480815,0.0,-63.43
0.05416787788271904,-0.013896345160901546,0.008649355731904507,-0.00656409515067935,-0.013896345160901546,0.0035788414534181356,-0.0025308046024292707,0.0017789005069062114,0.008649355731904507,-0.0025308046024292707,0.008553926832973957,-0.0032304134219884872,-0.00656409515067935,0.0017789005069062114,-0.0032304134219884872,0.0014595144893974066,0.0,0.0008569087949581444,-0.019710611552000046,0.005997002590447664,-0.0008569087949581444,0.0,0.004919946659356356,-0.0014346977695822716,0.019710611552000046,-0.004919946659356356,0.0,-0.0014310147380456328,-0.005997002590447664,0.0014346977695822716,0.0014310147380456328,0.0,-63.43
0.05410589650273323,-0.013845321722328663,0.00857555028051138,-0.006457216572016478,-0.013845321722328663,0.003558448748663068,-0.0025240364484488964,0.0017530983313918114,0.00857555028051138,-0.0025240364484488964,0.00848992820829153,-0.00320172100327909,-0.006457216572016478,0.0017530983313918114,-0.00320172100327909,0.0014362045330926776,0.0,0.0009077698341570795,-0.019641419872641563,0.006000219844281673,-0.0009077698341570795,0.0,0.0048824152909219265,-0.0014271297259256244,0.019641419872641563,-0.0048824152909219265,0.0,-0.0013931536814197898,-0.006000219844281673,0.0014271297259256244,0.0013931536814197898,0.0,-63.43
0.05415661260485649,-0.01389285922050476,0.0086238794028759,-0.006548543460667133,-0.01389285922050476,0.0035782165359705687,-0.002528698183596134,0.0017764412332326174,0.0086238794028759,-0.002528698183596134,0.0085402000695467,-0.003228327026590705,-0.006548543460667133,0.0017764412332326174,-0.003228327026590705,0.001458430546335876,0.0,0.0008695959113538265,-0.019700514152646065,0.006007786374539137,-0.0008695959113538265,0.0,0.00491549214348197,-0.0014360903296619654,0.019700514152646065,-0.00491549214348197,0.0,-0.0014255282003432512,-0.006007786374539137,0.0014360903296619654,0.0014255282003432512,0.0,-63.43
0.05416977033019066,-0.013891073875129223,0.008604212664067745,-0.006526185665279627,-0.013891073875129223,0.0035779138561338186,-0.0025397303979843855,0.0017753655556589365,0.008604212664067745,-0.0025397303979843855,0.008547578006982803,-0.003229328664019704,-0.006526185665279627,0.0017753655556589365,-0.003229328664019704,0.0014559280825778842,0.0,0.0009152713464573026,-0.019722117111086845,0.006022387649863958,-0.0009152713464573026,0.0,0.004912239499390125,-0.0014341422356665134,0.019722117111086845,-0.004912239499390125,0.0,-0.0014195131370797753,-0.006022387649863958,0.0014341422356665134,0.0014195131370797753,0.0,-63.43
0.054139722138643265,-0.013881477527320385,0.008611571975052357,-0.00653655594214797,-0.013881477527320385,0.0035739527083933353,-0.0025301713030785322,0.001774169853888452,0.008611571975052357,-0.0025301713030785322,0.008549529127776623,-0.0032270511146634817,-0.00653655594214797,0.001774169853888452,-0.0032270511146634817,0.0014556854730471969,0.0,0.0008844925905577838,-0.019715016707777977,0.006006419658660889,-0.0008844925905577838,0.0,0.00491442671045661,-0.0014333155704662204,0.019715016707777977,-0.00491442671045661,0.0,-0.0014249529922381043,-0.006006419658660889,0.0014333155704662204,0.0014249529922381043,0.0,-63.43
